Project,Study,Ord_Occ,Sta_ID,Cruise_Cast,Cast_ID,FileName,SeasaveAcqVer,Temperature_SN,Conductivity_SN,Bytes/Scan,Num_VoltageWords,ScansAve_DeckUnit,StartCast_PST,NMEA_Latitude,NMEA_Longitude,NMEA_UTC_,Store_Lat/Lon_Data,number_of_scans_to_average,pressure_baud_rate,NMEA_baud_rate,A/D_offset,GPIB_address,Ship,Cruise,Station,Cast,Operator,Cast Type,System_UTC,scan,timeJ,prDM,t090C,t190C,TRANSV,FLUORV,ALTV,PARV,OX1V,OX2V,ISUSV,PHV,spar,par,latitude,longitude,depSM,sal00,sal11,sbeox0ML/L,sbeox0PS,sbox0Mm/Kg,sbeox1ML/L,sbeox1PS,sbox1Mm/Kg,Sigma-theta00,Sigma-theta11,potemp090C,potemp190C,dm,sva,nbin,ProcDate,SBEDataProcVers,CTD.File,CTD.Con,datcnv_Ox1_hysteresis_corr,Filter_tcA,Filter_tcB,Filter_tcAvars,Filter_tcBvars,AlignCTD_Adv,celltm_alpha,celltm_tau,celltm_tsensors,derive_CNV.File,derive_CNV.Con,Derive_docdt,derive_ox_tau_corr,Loopedit_minVel,Loopedit_excl_bad_scans,Binavg_bintype,Binavg_binsize
CalCOFI,2504SH,055,086.7 033.0,2504_055,2504_055u,2504055.hex,.107,5102,3569,44,5,1,31-Mar-2025 01:25:28,33 53.39 N,118 30.42 W,31-Mar-2025 Mar 31 2025 01:24:04,Append to Every Scan,1,9600,4800,2,1,BELL M. SHIMADA,2504SH,86.7 33.0,055,KDV,ROS,31-Mar-2025 Mar 31 2025 01:25:28,Scan Count,Julian Days,Pressure Digiquartz [db],Temperature [ITS-90 deg C],Temperature 2 [ITS-90 deg C],Voltage 0,Voltage 1,Voltage 2,Voltage 3,Voltage 4,Voltage 5,Voltage 6,Voltage 7,SPAR Biospherical/Licor [umol photons/m^2/sec],PAR/Irradiance Biospherical/Licor,Latitude [deg],Longitude [deg],Depth [salt water m] lat = 33.8898,Salinity Practical [PSU],Salinity Practical 2 [PSU],Oxygen SBE 43 [ml/l] WS = 2,Oxygen SBE 43 [% saturation] WS = 2,Oxygen SBE 43 [umol/kg] WS = 2,Oxygen SBE 43 2 [ml/l] WS = 2,Oxygen SBE 43 2 [% saturation] WS = 2,Oxygen SBE 43 2 [umol/kg] WS = 2,Density [sigma-theta kg/m^3],Density 2 [sigma-theta kg/m^3],Potential Temperature [ITS-90 deg C],Potential Temperature 2 [ITS-90 deg C],Dynamic Meters [10 J/kg],Specific Volume Anomaly [10^-8 * m^3/kg],number of scans per bin,14-May-2025 11:12:09,7.26.7.129 [datcnv_vars = 21],2504055.hex,4055.XMLCON, yes,0.030,0.150,spar par,prDM,v4 4.000; v5 4.000; sbeox0V 4.000; sbeox1V 4.000,0.0300; 0.0000,7.0000; 0.0000,primary;,2504055.cnv,4055.XMLCON,seconds: 2,yes,,,meters,1
CalCOFI,2504SH,055,086.7 033.0,2504_055,2504_055d,2504055.hex,.107,5102,3569,44,5,1,31-Mar-2025 01:25:28,33 53.39 N,118 30.42 W,31-Mar-2025 Mar 31 2025 01:24:04,Append to Every Scan,1,9600,4800,2,1,BELL M. SHIMADA,2504SH,86.7 33.0,055,KDV,ROS,31-Mar-2025 Mar 31 2025 01:25:28,Scan Count,Julian Days,Pressure Digiquartz [db],Temperature [ITS-90 deg C],Temperature 2 [ITS-90 deg C],Voltage 0,Voltage 1,Voltage 2,Voltage 3,Voltage 4,Voltage 5,Voltage 6,Voltage 7,SPAR Biospherical/Licor [umol photons/m^2/sec],PAR/Irradiance Biospherical/Licor,Latitude [deg],Longitude [deg],Depth [salt water m] lat = 33.8898,Salinity Practical [PSU],Salinity Practical 2 [PSU],Oxygen SBE 43 [ml/l] WS = 2,Oxygen SBE 43 [% saturation] WS = 2,Oxygen SBE 43 [umol/kg] WS = 2,Oxygen SBE 43 2 [ml/l] WS = 2,Oxygen SBE 43 2 [% saturation] WS = 2,Oxygen SBE 43 2 [umol/kg] WS = 2,Density [sigma-theta kg/m^3],Density 2 [sigma-theta kg/m^3],Potential Temperature [ITS-90 deg C],Potential Temperature 2 [ITS-90 deg C],Dynamic Meters [10 J/kg],Specific Volume Anomaly [10^-8 * m^3/kg],number of scans per bin,14-May-2025 11:12:09,7.26.7.129 [datcnv_vars = 21],2504055.hex,4055.XMLCON, yes,0.030,0.150,spar par,prDM,v4 4.000; v5 4.000; sbeox0V 4.000; sbeox1V 4.000,0.0300; 0.0000,7.0000; 0.0000,primary;,2504055.cnv,4055.XMLCON,seconds: 2,yes,meters,1
CalCOFI,2504SH,056,086.8 032.5,2504_056,2504_056u,2504056.hex,.107,5102,3569,44,5,1,31-Mar-2025 03:33:05,33 52.93 N,118 27.48 W,31-Mar-2025 Mar 31 2025 03:31:44,Append to Every Scan,1,9600,4800,2,1,BELL M. SHIMADA,2504SH,86.8 32.5,056,KDV,ROS,31-Mar-2025 Mar 31 2025 03:33:05,Scan Count,Julian Days,Pressure Digiquartz [db],Temperature [ITS-90 deg C],Temperature 2 [ITS-90 deg C],Voltage 0,Voltage 1,Voltage 2,Voltage 3,Voltage 4,Voltage 5,Voltage 6,Voltage 7,SPAR Biospherical/Licor [umol photons/m^2/sec],PAR/Irradiance Biospherical/Licor,Latitude [deg],Longitude [deg],Depth [salt water m] lat = 33.8822,Salinity Practical [PSU],Salinity Practical 2 [PSU],Oxygen SBE 43 [ml/l] WS = 2,Oxygen SBE 43 [% saturation] WS = 2,Oxygen SBE 43 [umol/kg] WS = 2,Oxygen SBE 43 2 [ml/l] WS = 2,Oxygen SBE 43 2 [% saturation] WS = 2,Oxygen SBE 43 2 [umol/kg] WS = 2,Density [sigma-theta kg/m^3],Density 2 [sigma-theta kg/m^3],Potential Temperature [ITS-90 deg C],Potential Temperature 2 [ITS-90 deg C],Dynamic Meters [10 J/kg],Specific Volume Anomaly [10^-8 * m^3/kg],number of scans per bin,14-May-2025 11:12:09,7.26.7.129 [datcnv_vars = 21],2504056.hex,4056.XMLCON, yes,0.030,0.150,spar par,prDM,v4 4.000; v5 4.000; sbeox0V 4.000; sbeox1V 4.000,0.0300; 0.0000,7.0000; 0.0000,primary;,2504056.cnv,4056.XMLCON,seconds: 2,yes,,,meters,1
CalCOFI,2504SH,056,086.8 032.5,2504_056,2504_056d,2504056.hex,.107,5102,3569,44,5,1,31-Mar-2025 03:33:05,33 52.93 N,118 27.48 W,31-Mar-2025 Mar 31 2025 03:31:44,Append to Every Scan,1,9600,4800,2,1,BELL M. SHIMADA,2504SH,86.8 32.5,056,KDV,ROS,31-Mar-2025 Mar 31 2025 03:33:05,Scan Count,Julian Days,Pressure Digiquartz [db],Temperature [ITS-90 deg C],Temperature 2 [ITS-90 deg C],Voltage 0,Voltage 1,Voltage 2,Voltage 3,Voltage 4,Voltage 5,Voltage 6,Voltage 7,SPAR Biospherical/Licor [umol photons/m^2/sec],PAR/Irradiance Biospherical/Licor,Latitude [deg],Longitude [deg],Depth [salt water m] lat = 33.8822,Salinity Practical [PSU],Salinity Practical 2 [PSU],Oxygen SBE 43 [ml/l] WS = 2,Oxygen SBE 43 [% saturation] WS = 2,Oxygen SBE 43 [umol/kg] WS = 2,Oxygen SBE 43 2 [ml/l] WS = 2,Oxygen SBE 43 2 [% saturation] WS = 2,Oxygen SBE 43 2 [umol/kg] WS = 2,Density [sigma-theta kg/m^3],Density 2 [sigma-theta kg/m^3],Potential Temperature [ITS-90 deg C],Potential Temperature 2 [ITS-90 deg C],Dynamic Meters [10 J/kg],Specific Volume Anomaly [10^-8 * m^3/kg],number of scans per bin,14-May-2025 11:12:09,7.26.7.129 [datcnv_vars = 21],2504056.hex,4056.XMLCON, yes,0.030,0.150,spar par,prDM,v4 4.000; v5 4.000; sbeox0V 4.000; sbeox1V 4.000,0.0300; 0.0000,7.0000; 0.0000,primary;,2504056.cnv,4056.XMLCON,seconds: 2,yes,meters,1
CalCOFI,2504SH,057,088.5 030.1,2504_057,2504_057u,2504057.hex,.107,5102,3569,44,5,1,31-Mar-2025 07:57:21,33 37.87 N,118 06.22 W,31-Mar-2025 Mar 31 2025 07:57:43,Append to Every Scan,1,9600,4800,2,1,BELL M. SHIMADA,2504SH,88.5 30.1,057,LTI,SCCOOS,31-Mar-2025 Mar 31 2025 07:57:21,Scan Count,Julian Days,Pressure Digiquartz [db],Temperature [ITS-90 deg C],Temperature 2 [ITS-90 deg C],Voltage 0,Voltage 1,Voltage 2,Voltage 3,Voltage 4,Voltage 5,Voltage 6,Voltage 7,SPAR Biospherical/Licor [umol photons/m^2/sec],PAR/Irradiance Biospherical/Licor,Latitude [deg],Longitude [deg],Depth [salt water m] lat = 33.6312,Salinity Practical [PSU],Salinity Practical 2 [PSU],Oxygen SBE 43 [ml/l] WS = 2,Oxygen SBE 43 [% saturation] WS = 2,Oxygen SBE 43 [umol/kg] WS = 2,Oxygen SBE 43 2 [ml/l] WS = 2,Oxygen SBE 43 2 [% saturation] WS = 2,Oxygen SBE 43 2 [umol/kg] WS = 2,Density [sigma-theta kg/m^3],Density 2 [sigma-theta kg/m^3],Potential Temperature [ITS-90 deg C],Potential Temperature 2 [ITS-90 deg C],Dynamic Meters [10 J/kg],Specific Volume Anomaly [10^-8 * m^3/kg],number of scans per bin,14-May-2025 11:12:10,7.26.7.129 [datcnv_vars = 21],2504057.hex,4057.XMLCON, yes,0.030,0.150,spar par,prDM,v4 4.000; v5 4.000; sbeox0V 4.000; sbeox1V 4.000,0.0300; 0.0000,7.0000; 0.0000,primary;,2504057.cnv,4057.XMLCON,seconds: 2,yes,,,meters,1
CalCOFI,2504SH,057,088.5 030.1,2504_057,2504_057d,2504057.hex,.107,5102,3569,44,5,1,31-Mar-2025 07:57:21,33 37.87 N,118 06.22 W,31-Mar-2025 Mar 31 2025 07:57:43,Append to Every Scan,1,9600,4800,2,1,BELL M. SHIMADA,2504SH,88.5 30.1,057,LTI,SCCOOS,31-Mar-2025 Mar 31 2025 07:57:21,Scan Count,Julian Days,Pressure Digiquartz [db],Temperature [ITS-90 deg C],Temperature 2 [ITS-90 deg C],Voltage 0,Voltage 1,Voltage 2,Voltage 3,Voltage 4,Voltage 5,Voltage 6,Voltage 7,SPAR Biospherical/Licor [umol photons/m^2/sec],PAR/Irradiance Biospherical/Licor,Latitude [deg],Longitude [deg],Depth [salt water m] lat = 33.6312,Salinity Practical [PSU],Salinity Practical 2 [PSU],Oxygen SBE 43 [ml/l] WS = 2,Oxygen SBE 43 [% saturation] WS = 2,Oxygen SBE 43 [umol/kg] WS = 2,Oxygen SBE 43 2 [ml/l] WS = 2,Oxygen SBE 43 2 [% saturation] WS = 2,Oxygen SBE 43 2 [umol/kg] WS = 2,Density [sigma-theta kg/m^3],Density 2 [sigma-theta kg/m^3],Potential Temperature [ITS-90 deg C],Potential Temperature 2 [ITS-90 deg C],Dynamic Meters [10 J/kg],Specific Volume Anomaly [10^-8 * m^3/kg],number of scans per bin,14-May-2025 11:12:10,7.26.7.129 [datcnv_vars = 21],2504057.hex,4057.XMLCON, yes,0.030,0.150,spar par,prDM,v4 4.000; v5 4.000; sbeox0V 4.000; sbeox1V 4.000,0.0300; 0.0000,7.0000; 0.0000,primary;,2504057.cnv,4057.XMLCON,seconds: 2,yes,meters,1
CalCOFI,2504SH,058,090.0 027.7,2504_058,2504_058u,2504058.hex,.107,5102,3569,44,5,1,31-Mar-2025 10:29:16,33 29.48 N,117 45.57 W,31-Mar-2025 Mar 31 2025 10:29:01,Append to Every Scan,1,9600,4800,2,1,BELL M. SHIMADA,2504SH,90.0 27.7,058,ALE,SCCOOS,31-Mar-2025 Mar 31 2025 10:29:16,Scan Count,Julian Days,Pressure Digiquartz [db],Temperature [ITS-90 deg C],Temperature 2 [ITS-90 deg C],Voltage 0,Voltage 1,Voltage 2,Voltage 3,Voltage 4,Voltage 5,Voltage 6,Voltage 7,SPAR Biospherical/Licor [umol photons/m^2/sec],PAR/Irradiance Biospherical/Licor,Latitude [deg],Longitude [deg],Depth [salt water m] lat = 33.4913,Salinity Practical [PSU],Salinity Practical 2 [PSU],Oxygen SBE 43 [ml/l] WS = 2,Oxygen SBE 43 [% saturation] WS = 2,Oxygen SBE 43 [umol/kg] WS = 2,Oxygen SBE 43 2 [ml/l] WS = 2,Oxygen SBE 43 2 [% saturation] WS = 2,Oxygen SBE 43 2 [umol/kg] WS = 2,Density [sigma-theta kg/m^3],Density 2 [sigma-theta kg/m^3],Potential Temperature [ITS-90 deg C],Potential Temperature 2 [ITS-90 deg C],Dynamic Meters [10 J/kg],Specific Volume Anomaly [10^-8 * m^3/kg],number of scans per bin,14-May-2025 11:12:11,7.26.7.129 [datcnv_vars = 21],2504058.hex,4058.XMLCON, yes,0.030,0.150,spar par,prDM,v4 4.000; v5 4.000; sbeox0V 4.000; sbeox1V 4.000,0.0300; 0.0000,7.0000; 0.0000,primary;,2504058.cnv,4058.XMLCON,seconds: 2,yes,,,meters,1
CalCOFI,2504SH,058,090.0 027.7,2504_058,2504_058d,2504058.hex,.107,5102,3569,44,5,1,31-Mar-2025 10:29:16,33 29.48 N,117 45.57 W,31-Mar-2025 Mar 31 2025 10:29:01,Append to Every Scan,1,9600,4800,2,1,BELL M. SHIMADA,2504SH,90.0 27.7,058,ALE,SCCOOS,31-Mar-2025 Mar 31 2025 10:29:16,Scan Count,Julian Days,Pressure Digiquartz [db],Temperature [ITS-90 deg C],Temperature 2 [ITS-90 deg C],Voltage 0,Voltage 1,Voltage 2,Voltage 3,Voltage 4,Voltage 5,Voltage 6,Voltage 7,SPAR Biospherical/Licor [umol photons/m^2/sec],PAR/Irradiance Biospherical/Licor,Latitude [deg],Longitude [deg],Depth [salt water m] lat = 33.4913,Salinity Practical [PSU],Salinity Practical 2 [PSU],Oxygen SBE 43 [ml/l] WS = 2,Oxygen SBE 43 [% saturation] WS = 2,Oxygen SBE 43 [umol/kg] WS = 2,Oxygen SBE 43 2 [ml/l] WS = 2,Oxygen SBE 43 2 [% saturation] WS = 2,Oxygen SBE 43 2 [umol/kg] WS = 2,Density [sigma-theta kg/m^3],Density 2 [sigma-theta kg/m^3],Potential Temperature [ITS-90 deg C],Potential Temperature 2 [ITS-90 deg C],Dynamic Meters [10 J/kg],Specific Volume Anomaly [10^-8 * m^3/kg],number of scans per bin,14-May-2025 11:12:11,7.26.7.129 [datcnv_vars = 21],2504058.hex,4058.XMLCON, yes,0.030,0.150,spar par,prDM,v4 4.000; v5 4.000; sbeox0V 4.000; sbeox1V 4.000,0.0300; 0.0000,7.0000; 0.0000,primary;,2504058.cnv,4058.XMLCON,seconds: 2,yes,meters,1
CalCOFI,2504SH,059,090.0 028.0,2504_059,2504_059u,2504059.hex,.107,5102,3569,44,5,1,31-Mar-2025 11:22:38,33 29.15 N,117 46.16 W,31-Mar-2025 Mar 31 2025 11:21:31,Append to Every Scan,1,9600,4800,2,1,BELL M. SHIMADA,2504SH,90.0 28.0,059,ALE,SCCOOS,31-Mar-2025 Mar 31 2025 11:22:38,Scan Count,Julian Days,Pressure Digiquartz [db],Temperature [ITS-90 deg C],Temperature 2 [ITS-90 deg C],Voltage 0,Voltage 1,Voltage 2,Voltage 3,Voltage 4,Voltage 5,Voltage 6,Voltage 7,SPAR Biospherical/Licor [umol photons/m^2/sec],PAR/Irradiance Biospherical/Licor,Latitude [deg],Longitude [deg],Depth [salt water m] lat = 33.4858,Salinity Practical [PSU],Salinity Practical 2 [PSU],Oxygen SBE 43 [ml/l] WS = 2,Oxygen SBE 43 [% saturation] WS = 2,Oxygen SBE 43 [umol/kg] WS = 2,Oxygen SBE 43 2 [ml/l] WS = 2,Oxygen SBE 43 2 [% saturation] WS = 2,Oxygen SBE 43 2 [umol/kg] WS = 2,Density [sigma-theta kg/m^3],Density 2 [sigma-theta kg/m^3],Potential Temperature [ITS-90 deg C],Potential Temperature 2 [ITS-90 deg C],Dynamic Meters [10 J/kg],Specific Volume Anomaly [10^-8 * m^3/kg],number of scans per bin,14-May-2025 11:12:11,7.26.7.129 [datcnv_vars = 21],2504059.hex,4059.XMLCON, yes,0.030,0.150,spar par,prDM,v4 4.000; v5 4.000; sbeox0V 4.000; sbeox1V 4.000,0.0300; 0.0000,7.0000; 0.0000,primary;,2504059.cnv,4059.XMLCON,seconds: 2,yes,,,meters,1
CalCOFI,2504SH,059,090.0 028.0,2504_059,2504_059d,2504059.hex,.107,5102,3569,44,5,1,31-Mar-2025 11:22:38,33 29.15 N,117 46.16 W,31-Mar-2025 Mar 31 2025 11:21:31,Append to Every Scan,1,9600,4800,2,1,BELL M. SHIMADA,2504SH,90.0 28.0,059,ALE,SCCOOS,31-Mar-2025 Mar 31 2025 11:22:38,Scan Count,Julian Days,Pressure Digiquartz [db],Temperature [ITS-90 deg C],Temperature 2 [ITS-90 deg C],Voltage 0,Voltage 1,Voltage 2,Voltage 3,Voltage 4,Voltage 5,Voltage 6,Voltage 7,SPAR Biospherical/Licor [umol photons/m^2/sec],PAR/Irradiance Biospherical/Licor,Latitude [deg],Longitude [deg],Depth [salt water m] lat = 33.4858,Salinity Practical [PSU],Salinity Practical 2 [PSU],Oxygen SBE 43 [ml/l] WS = 2,Oxygen SBE 43 [% saturation] WS = 2,Oxygen SBE 43 [umol/kg] WS = 2,Oxygen SBE 43 2 [ml/l] WS = 2,Oxygen SBE 43 2 [% saturation] WS = 2,Oxygen SBE 43 2 [umol/kg] WS = 2,Density [sigma-theta kg/m^3],Density 2 [sigma-theta kg/m^3],Potential Temperature [ITS-90 deg C],Potential Temperature 2 [ITS-90 deg C],Dynamic Meters [10 J/kg],Specific Volume Anomaly [10^-8 * m^3/kg],number of scans per bin,14-May-2025 11:12:11,7.26.7.129 [datcnv_vars = 21],2504059.hex,4059.XMLCON, yes,0.030,0.150,spar par,prDM,v4 4.000; v5 4.000; sbeox0V 4.000; sbeox1V 4.000,0.0300; 0.0000,7.0000; 0.0000,primary;,2504059.cnv,4059.XMLCON,seconds: 2,yes,meters,1
CalCOFI,2504SH,060,090.0 030.0,2504_060,2504_060u,2504060.hex,.107,5102,3569,44,5,1,31-Mar-2025 13:24:11,33 25.20 N,117 54.18 W,31-Mar-2025 Mar 31 2025 13:23:28,Append to Every Scan,1,9600,4800,2,1,BELL M. SHIMADA,2504SH,90.0 30.0,060,LTI,ROS,31-Mar-2025 Mar 31 2025 13:24:11,Scan Count,Julian Days,Pressure Digiquartz [db],Temperature [ITS-90 deg C],Temperature 2 [ITS-90 deg C],Voltage 0,Voltage 1,Voltage 2,Voltage 3,Voltage 4,Voltage 5,Voltage 6,Voltage 7,SPAR Biospherical/Licor [umol photons/m^2/sec],PAR/Irradiance Biospherical/Licor,Latitude [deg],Longitude [deg],Depth [salt water m] lat = 33.42,Salinity Practical [PSU],Salinity Practical 2 [PSU],Oxygen SBE 43 [ml/l] WS = 2,Oxygen SBE 43 [% saturation] WS = 2,Oxygen SBE 43 [umol/kg] WS = 2,Oxygen SBE 43 2 [ml/l] WS = 2,Oxygen SBE 43 2 [% saturation] WS = 2,Oxygen SBE 43 2 [umol/kg] WS = 2,Density [sigma-theta kg/m^3],Density 2 [sigma-theta kg/m^3],Potential Temperature [ITS-90 deg C],Potential Temperature 2 [ITS-90 deg C],Dynamic Meters [10 J/kg],Specific Volume Anomaly [10^-8 * m^3/kg],number of scans per bin,14-May-2025 11:12:12,7.26.7.129 [datcnv_vars = 21],2504060.hex,4060.XMLCON, yes,0.030,0.150,spar par,prDM,v4 4.000; v5 4.000; sbeox0V 4.000; sbeox1V 4.000,0.0300; 0.0000,7.0000; 0.0000,primary;,2504060.cnv,4060.XMLCON,seconds: 2,yes,,,meters,1
CalCOFI,2504SH,061,090.0 035.0,2504_061,2504_061u,2504061.hex,.107,5102,3569,44,5,1,31-Mar-2025 17:45:51,33 15.06 N,118 15.00 W,01-Apr-2025 Mar 31 2025 17:45:02,Append to Every Scan,1,9600,4800,2,1,BELL M. SHIMADA,2504SH,90.0 35.0,061,ALE,PRODO,01-Apr-2025 Mar 31 2025 17:45:51,Scan Count,Julian Days,Pressure Digiquartz [db],Temperature [ITS-90 deg C],Temperature 2 [ITS-90 deg C],Voltage 0,Voltage 1,Voltage 2,Voltage 3,Voltage 4,Voltage 5,Voltage 6,Voltage 7,SPAR Biospherical/Licor [umol photons/m^2/sec],PAR/Irradiance Biospherical/Licor,Latitude [deg],Longitude [deg],Depth [salt water m] lat = 33.251,Salinity Practical [PSU],Salinity Practical 2 [PSU],Oxygen SBE 43 [ml/l] WS = 2,Oxygen SBE 43 [% saturation] WS = 2,Oxygen SBE 43 [umol/kg] WS = 2,Oxygen SBE 43 2 [ml/l] WS = 2,Oxygen SBE 43 2 [% saturation] WS = 2,Oxygen SBE 43 2 [umol/kg] WS = 2,Density [sigma-theta kg/m^3],Density 2 [sigma-theta kg/m^3],Potential Temperature [ITS-90 deg C],Potential Temperature 2 [ITS-90 deg C],Dynamic Meters [10 J/kg],Specific Volume Anomaly [10^-8 * m^3/kg],number of scans per bin,14-May-2025 11:12:13,7.26.7.129 [datcnv_vars = 21],2504061.hex,4061.XMLCON, yes,0.030,0.150,spar par,prDM,v4 4.000; v5 4.000; sbeox0V 4.000; sbeox1V 4.000,0.0300; 0.0000,7.0000; 0.0000,primary;,2504061.cnv,4061.XMLCON,seconds: 2,yes,,,meters,1
CalCOFI,2504SH,061,090.0 035.0,2504_061,2504_061d,2504061.hex,.107,5102,3569,44,5,1,31-Mar-2025 17:45:51,33 15.06 N,118 15.00 W,01-Apr-2025 Mar 31 2025 17:45:02,Append to Every Scan,1,9600,4800,2,1,BELL M. SHIMADA,2504SH,90.0 35.0,061,ALE,PRODO,01-Apr-2025 Mar 31 2025 17:45:51,Scan Count,Julian Days,Pressure Digiquartz [db],Temperature [ITS-90 deg C],Temperature 2 [ITS-90 deg C],Voltage 0,Voltage 1,Voltage 2,Voltage 3,Voltage 4,Voltage 5,Voltage 6,Voltage 7,SPAR Biospherical/Licor [umol photons/m^2/sec],PAR/Irradiance Biospherical/Licor,Latitude [deg],Longitude [deg],Depth [salt water m] lat = 33.251,Salinity Practical [PSU],Salinity Practical 2 [PSU],Oxygen SBE 43 [ml/l] WS = 2,Oxygen SBE 43 [% saturation] WS = 2,Oxygen SBE 43 [umol/kg] WS = 2,Oxygen SBE 43 2 [ml/l] WS = 2,Oxygen SBE 43 2 [% saturation] WS = 2,Oxygen SBE 43 2 [umol/kg] WS = 2,Density [sigma-theta kg/m^3],Density 2 [sigma-theta kg/m^3],Potential Temperature [ITS-90 deg C],Potential Temperature 2 [ITS-90 deg C],Dynamic Meters [10 J/kg],Specific Volume Anomaly [10^-8 * m^3/kg],number of scans per bin,14-May-2025 11:12:13,7.26.7.129 [datcnv_vars = 21],2504061.hex,4061.XMLCON, yes,0.030,0.150,spar par,prDM,v4 4.000; v5 4.000; sbeox0V 4.000; sbeox1V 4.000,0.0300; 0.0000,7.0000; 0.0000,primary;,2504061.cnv,4061.XMLCON,seconds: 2,yes,meters,1
CalCOFI,2504SH,062,090.0 037.0,2504_062,2504_062u,2504062.hex,.107,5102,3569,44,5,1,31-Mar-2025 21:12:16,33 11.03 N,118 23.36 W,01-Apr-2025 Mar 31 2025 21:11:03,Append to Every Scan,1,9600,4800,2,1,BELL M. SHIMADA,2504SH,90.0 37.0,062,JMA,ROS,01-Apr-2025 Mar 31 2025 21:12:16,Scan Count,Julian Days,Pressure Digiquartz [db],Temperature [ITS-90 deg C],Temperature 2 [ITS-90 deg C],Voltage 0,Voltage 1,Voltage 2,Voltage 3,Voltage 4,Voltage 5,Voltage 6,Voltage 7,SPAR Biospherical/Licor [umol photons/m^2/sec],PAR/Irradiance Biospherical/Licor,Latitude [deg],Longitude [deg],Depth [salt water m] lat = 33.1838,Salinity Practical [PSU],Salinity Practical 2 [PSU],Oxygen SBE 43 [ml/l] WS = 2,Oxygen SBE 43 [% saturation] WS = 2,Oxygen SBE 43 [umol/kg] WS = 2,Oxygen SBE 43 2 [ml/l] WS = 2,Oxygen SBE 43 2 [% saturation] WS = 2,Oxygen SBE 43 2 [umol/kg] WS = 2,Density [sigma-theta kg/m^3],Density 2 [sigma-theta kg/m^3],Potential Temperature [ITS-90 deg C],Potential Temperature 2 [ITS-90 deg C],Dynamic Meters [10 J/kg],Specific Volume Anomaly [10^-8 * m^3/kg],number of scans per bin,14-May-2025 11:12:15,7.26.7.129 [datcnv_vars = 21],2504062.hex,4062.XMLCON, yes,0.030,0.150,spar par,prDM,v4 4.000; v5 4.000; sbeox0V 4.000; sbeox1V 4.000,0.0300; 0.0000,7.0000; 0.0000,primary;,2504062.cnv,4062.XMLCON,seconds: 2,yes,,,meters,1
CalCOFI,2504SH,062,090.0 037.0,2504_062,2504_062d,2504062.hex,.107,5102,3569,44,5,1,31-Mar-2025 21:12:16,33 11.03 N,118 23.36 W,01-Apr-2025 Mar 31 2025 21:11:03,Append to Every Scan,1,9600,4800,2,1,BELL M. SHIMADA,2504SH,90.0 37.0,062,JMA,ROS,01-Apr-2025 Mar 31 2025 21:12:16,Scan Count,Julian Days,Pressure Digiquartz [db],Temperature [ITS-90 deg C],Temperature 2 [ITS-90 deg C],Voltage 0,Voltage 1,Voltage 2,Voltage 3,Voltage 4,Voltage 5,Voltage 6,Voltage 7,SPAR Biospherical/Licor [umol photons/m^2/sec],PAR/Irradiance Biospherical/Licor,Latitude [deg],Longitude [deg],Depth [salt water m] lat = 33.1838,Salinity Practical [PSU],Salinity Practical 2 [PSU],Oxygen SBE 43 [ml/l] WS = 2,Oxygen SBE 43 [% saturation] WS = 2,Oxygen SBE 43 [umol/kg] WS = 2,Oxygen SBE 43 2 [ml/l] WS = 2,Oxygen SBE 43 2 [% saturation] WS = 2,Oxygen SBE 43 2 [umol/kg] WS = 2,Density [sigma-theta kg/m^3],Density 2 [sigma-theta kg/m^3],Potential Temperature [ITS-90 deg C],Potential Temperature 2 [ITS-90 deg C],Dynamic Meters [10 J/kg],Specific Volume Anomaly [10^-8 * m^3/kg],number of scans per bin,14-May-2025 11:12:15,7.26.7.129 [datcnv_vars = 21],2504062.hex,4062.XMLCON, yes,0.030,0.150,spar par,prDM,v4 4.000; v5 4.000; sbeox0V 4.000; sbeox1V 4.000,0.0300; 0.0000,7.0000; 0.0000,primary;,2504062.cnv,4062.XMLCON,seconds: 2,yes,meters,1
